,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,skew,kurt
Y,115.0,0.015091132664497311,0.8679177561598267,-1.3944076872136504,-1.3944076872136504,-1.3944076872136504,-0.693147167519222,-0.1799536843682047,0.6983051688493016,1.5717356391673678,1.5717356391673678,1.5717356391673678,0.17801607157276353,-1.0354499334976275
D_star,115.0,2.1899752542809813e-16,1.0043763885240242,-1.3630497004085045,-1.2528111182107415,-1.0867770289626633,-0.5895657948507621,-0.1708983342267075,0.37246620179313017,1.4995207314310703,3.6562191880923782,6.2978099383350505,2.8317406339902336,14.168589510819041
OI,115.0,0.2011338273973304,0.48679450383049316,-0.6853817823652149,-0.6730436199072669,-0.47628839861434363,-0.13518259479560385,0.1483002413902081,0.5002478985276542,1.1129224828499764,1.4856641678636513,1.8479644124648853,0.6732926450526489,0.5638603261761292
ET,115.0,-0.027444761106425356,0.26948979449084837,-0.5945974716048985,-0.5773367154554795,-0.39046349819902554,-0.1983631000931056,-0.0623427210099275,0.10121349400651461,0.5851842369943758,0.7836122135244337,0.7903739592667675,0.9370375210721223,1.5269203927225847
premium,115.0,0.03542521739130434,0.1330267159841304,-0.3074,-0.28092799999999996,-0.15686,-0.04265,0.0156,0.09825,0.29014999999999996,0.41945599999999994,0.4326,0.5846930514994422,0.9956088175401705
mom_1w,115.0,0.5343286956521739,2.480818801403562,-6.9088,-6.334656,-3.8683799999999997,-0.8755,0.7533,1.9008,4.665659999999999,5.99522,6.0733,-0.3890985710645224,0.7478770050596233
M1_star,115.0,0.2941565607881704,1.752849806644938,-1.1075070850135145,-1.0921903496179055,-0.7685640871757355,-0.4581032172296998,0.0506185621055939,0.3953302901989916,1.6892488938910866,6.488134260995808,15.746541925113412,6.657656346859325,54.97848910749849
M2_star,115.0,0.1948417277661009,1.5909699354315718,-2.0424591085491093,-1.7521895167210482,-1.2837665005154755,-0.49851062750005337,-0.053225645686151,0.5541190589216209,2.0427361214710156,5.890230297708371,12.443441367534133,4.6389552543246895,31.884772515840503
Y_star,115.0,0.3047343966143722,1.5236263641151164,-0.9961163575026142,-0.9744101569748143,-0.7097914588208315,-0.3503631148183711,0.0770293107487452,0.5453087845836463,1.544679588787913,5.844311364085607,13.518664978208571,6.402755422990231,51.792788701189714
